Date,avr_d,tw_d,avr_t,tw_t
2018/2/26,-0.043271815,0.003339,0.151315843,0.284292
2018/2/27,-0.000362912,-0.00194,0.150952931,0.282352
2018/3/1,0.00279199,-0.000406,0.153744921,0.281946
2018/3/2,-0.000204635,-0.007085,0.153540286,0.274861
2018/3/5,-0.000328642,-0.00796,0.153211644,0.266901
2018/3/6,0.001661069,0.007885,0.154872714,0.274786
2018/3/7,3.83191E-05,-0.001491,0.154911033,0.273295
2018/3/8,0.001412554,0.006534,0.156323587,0.279829
2018/3/9,0.000121766,0.003795,0.156445352,0.283624
2018/3/12,0.001286579,0.012276,0.157731931,0.2959
2018/3/13,0.00112555,0.005714,0.158857481,0.301614
2018/3/14,0.001163404,-0.004443,0.160020885,0.297171
2018/3/15,0.002102233,-0.000338,0.162123118,0.296833
2018/3/16,0.001076437,0.001071,0.163199555,0.297904
2018/3/19,0.002125049,0.002161,0.165324604,0.300065
2018/3/20,0.000925126,-0.002113,0.166249729,0.297952
2018/3/21,0.001416723,0.000529,0.167666453,0.298481
2018/3/22,-0.002195909,0.000363,0.165470543,0.298844
2018/3/23,-0.002443023,-0.014293,0.16302752,0.284551
2018/3/26,0.001861575,0.003417,0.164889095,0.287968
2018/3/27,0.001846025,0.009323,0.16673512,0.297291
2018/3/28,0.000629646,-0.00783,0.167364766,0.289461
2018/3/29,0.00187292,-0.00128,0.169237686,0.288181
2018/3/30,0.000708026,0.004934,0.169945712,0.293115
2018/3/31,0.002401422,0.000011,0.172347134,0.293126
2018/4/2,0.003003586,-0.002557,0.17535072,0.290569
2018/4/3,0.001157344,-0.005133,0.176508064,0.285436
2018/4/9,0.002599304,0.007254,0.179107367,0.29269
2018/4/10,-0.001320066,0.003352,0.177787301,0.296042
2018/4/11,0.001658145,0.002845,0.179445447,0.298887
2018/4/12,0.000638127,0.000869,0.180083574,0.299756
2018/4/13,-7.83531E-05,0.00163,0.180005221,0.301386
2018/4/16,-0.000177809,-0.000259,0.179827411,0.301127
2018/4/17,-0.003134536,-0.010831,0.176692875,0.290296
2018/4/18,0.001522324,0.004276,0.178215199,0.294572
2018/4/19,0.001364921,0.007532,0.179580121,0.302104
2018/4/20,-0.000682249,-0.006216,0.178897872,0.295888
2018/4/23,3.11623E-05,-0.006886,0.178929035,0.289002
2018/4/24,-0.003534081,-0.014033,0.175394953,0.274969
2018/4/25,0.000613236,-0.000217,0.176008189,0.274752
2018/4/26,-0.001688683,-0.005252,0.174319506,0.2695
2018/4/27,0.000898137,0.006064,0.175217644,0.275564
2018/4/30,0.00130911,0.010204,0.176526754,0.285768
2018/5/2,0.000292736,0.000298,0.176819489,0.286066
2018/5/3,-0.000809575,-0.009575,0.176009915,0.276491
2018/5/4,-0.000354569,-0.001655,0.175655346,0.274836
2018/5/7,0.000739309,0.008577,0.176394655,0.283413
2018/5/8,0.000270391,0.005733,0.176665046,0.289146
2018/5/9,0.000727852,-0.000041,0.177392898,0.289105
2018/5/10,-0.000610499,0.006504,0.176782399,0.295609
2018/5/11,-5.54076E-05,0.007823,0.176726991,0.303432
2018/5/14,0.001549444,0.010598,0.178276435,0.31403
2018/5/15,-5.61145E-05,-0.006236,0.178220321,0.307794
2018/5/16,0.000957928,0.002579,0.179178249,0.310373
2018/5/17,0.000655614,-0.003235,0.179833862,0.307138
2018/5/18,0.00048762,0.002617,0.180321482,0.309755
2018/5/21,0.000987154,0.009858,0.181308637,0.319613
2018/5/22,-0.000935664,-0.003069,0.180372972,0.316544
2018/5/23,-0.000122575,-0.005364,0.180250398,0.31118
2018/5/24,0.001883638,0.00523,0.182134035,0.31641
2018/5/25,-0.000310766,0.001079,0.181823269,0.317489
2018/5/28,0.000861421,0.006528,0.18268469,0.324017
2018/5/29,-0.000328292,-0.000703,0.182356398,0.323314
2018/5/30,-0.000856872,-0.012001,0.181499526,0.311313
2018/5/31,0.001946661,0.003062,0.183446187,0.314375
2018/6/1,0.001134639,0.008356,0.184580826,0.322731
2018/6/4,0.002378732,0.013027,0.186959558,0.335758
2018/6/5,-2.29358E-05,-0.000971,0.186936622,0.334787
2018/6/6,0.001519266,0.010193,0.188455889,0.34498
2018/6/7,0.000506363,0.005439,0.188962251,0.350419
2018/6/8,-0.000473876,-0.00748,0.188488375,0.342939
2018/6/11,0.001288071,0.00018,0.189776446,0.343119
2018/6/12,0.00048588,-0.003323,0.190262326,0.339796
2018/6/13,0.000295112,0.000229,0.190557438,0.340025
2018/6/14,-0.000984804,-0.012087,0.189572634,0.327938
2018/6/15,0.000255588,0.004043,0.189828222,0.331981
2018/6/19,-0.002400674,-0.01439,0.187427548,0.317591
2018/6/20,-0.001069005,0.00168,0.186358543,0.319271
2018/6/21,0.001931879,0.001309,0.188290421,0.32058
2018/6/22,0.001944295,-0.005628,0.190234717,0.314952
2018/6/25,0.000432998,-0.003365,0.190667714,0.311587
2018/6/26,-0.00079817,0.00058,0.189869544,0.312167
2018/6/27,6.33968E-05,-0.003109,0.189932941,0.309058
2018/6/28,-3.5036E-05,-0.003631,0.189897905,0.305427
2018/6/29,0.001540323,0.016316,0.191438228,0.321743
2018/7/2,-0.000726518,-0.003359,0.19071171,0.318384
2018/7/3,-0.00271601,-0.00689,0.187995699,0.311494
2018/7/4,2.23303E-05,0.00227,0.18801803,0.313764
2018/7/5,-0.001848269,-0.008841,0.186169761,0.304923
2018/7/6,-0.000350274,-0.002501,0.185819487,0.302422
2018/7/9,0.00179915,0.01053,0.187618637,0.312952
2018/7/10,0.000651128,0.00663,0.188269765,0.319582
2018/7/11,-0.0007619,-0.004703,0.187507865,0.314879
2018/7/12,0.00159135,0.008444,0.189099215,0.323323
2018/7/13,0.001397448,0.011058,0.190496663,0.334381
2018/7/16,0.000518775,-0.003893,0.191015438,0.330488
2018/7/17,0.000421537,-0.001588,0.191436975,0.3289
2018/7/18,0.00114324,0.00627,0.192580216,0.33517
2018/7/19,-0.000671763,-0.001805,0.191908453,0.333365
2018/7/20,-0.000595724,-0.001727,0.191312728,0.331638
2018/7/23,-0.000764898,0.000194,0.190547831,0.331832
2018/7/24,0.001389181,0.00569,0.191937011,0.337522
2018/7/25,0.000520725,-0.00076,0.192457736,0.336762
2018/7/26,0.00117521,0.006031,0.193632947,0.342793
2018/7/27,0.000714818,0.003944,0.194347765,0.346737
2018/7/30,-0.000485278,-0.004557,0.193862487,0.34218
2018/7/31,0.000906882,0.00297,0.194769369,0.34515
2018/8/1,0.001022744,0.003889,0.195792113,0.349039
2018/8/2,-0.002580134,-0.013893,0.193211979,0.335146
2018/8/3,0.002128185,0.007097,0.195340165,0.342243
2018/8/6,-0.006261274,0.002833,0.189078891,0.345076
2018/8/7,0.00017836,-0.000609,0.189257251,0.344467
2018/8/8,0.00082459,0.004686,0.190081841,0.349153
2018/8/9,-0.000816547,-0.003762,0.189265294,0.345391
2018/8/10,-0.000546742,-0.001753,0.188718552,0.343638
2018/8/13,-0.006627245,-0.02205,0.182091307,0.321588
2018/8/14,0.002036692,0.006011,0.184127999,0.327599
2018/8/15,-0.001139355,-0.010073,0.182988643,0.317526
2018/8/16,-0.000535983,-0.000618,0.18245266,0.316908
2018/8/17,0.000872711,0.000427,0.183325372,0.317335
2018/8/20,0.000323622,0.000955,0.183648994,0.31829
2018/8/21,0.001240193,0.010044,0.184889187,0.328334
2018/8/22,0.000234338,0.001002,0.185123524,0.329336
2018/8/23,0.000778415,0.004453,0.185901939,0.333789
2018/8/24,-0.001178475,-0.004463,0.184723464,0.329326
2018/8/27,0.002930238,0.009668,0.187653703,0.338994
2018/8/28,0.000763354,0.005577,0.188417056,0.344571
2018/8/29,0.000689669,0.003184,0.189106725,0.347755
2018/8/30,0.000464309,-0.004701,0.189571033,0.343054
2018/8/31,0.00119396,0.004079,0.190764993,0.347133
2018/9/3,-0.001012743,-0.012261,0.18975225,0.334872
2018/9/4,0.001189273,0.006226,0.190941523,0.341098
2018/9/5,-0.001005113,-0.009288,0.18993641,0.33181
2018/9/6,-0.001824553,-0.004873,0.188111857,0.326937
2018/9/7,-0.00448912,-0.011821,0.183622737,0.315116
2018/9/10,-0.002204603,-0.014652,0.181418135,0.300464
2018/9/11,0.001137157,0.00782,0.182555292,0.308284
2018/9/12,-0.001263597,-0.003955,0.181291695,0.304329
2018/9/13,0.001168978,0.006238,0.182460673,0.310567
2018/9/14,0.001171489,0.010374,0.183632161,0.320941
2018/9/17,0.00025639,-0.001528,0.183888551,0.319413
2018/9/18,0.00015915,-0.003992,0.1840477,0.315421
2018/9/19,0.001366004,0.007765,0.185413705,0.323186
2018/9/20,-0.000979815,-0.004841,0.18443389,0.318345
2018/9/21,0.001526476,0.014947,0.185960365,0.333292
2018/9/25,0.000285998,-0.001114,0.186246364,0.332178
2018/9/26,-0.000495319,-0.000483,0.185751044,0.331695
2018/9/27,0.000350229,0.00544,0.186101273,0.337135
2018/9/28,-0.000389531,-0.000569,0.185711742,0.336566
2018/10/1,0.00062661,0.004774,0.186338352,0.34134
2018/10/2,-0.001088093,-0.009657,0.185250259,0.331683
2018/10/3,-0.000977915,-0.008891,0.184272344,0.322792
2018/10/4,-0.001159082,-0.010823,0.183113262,0.311969
2018/10/5,-0.003626975,-0.01965,0.179486287,0.292319
2018/10/8,-0.000390051,-0.00048,0.179096236,0.291839
2018/10/9,-4.97377E-05,0.000764,0.179046498,0.292603
2018/10/11,-0.008900496,-0.061949,0.170146002,0.230654
2018/10/12,0.000152809,0.020109,0.17029881,0.250763
2018/10/15,-6.01377E-05,-0.011084,0.170238673,0.239679
2018/10/16,2.91466E-05,0.00297,0.170267819,0.242649
2018/10/17,-1.73235E-05,-0.001918,0.170250496,0.240731
2018/10/18,-0.000168244,-0.000643,0.170082252,0.240088
2018/10/19,-0.000118317,-0.003901,0.169963934,0.236187
2018/10/22,0.000126523,0.005913,0.170090458,0.2421
2018/10/23,-0.000600712,-0.017237,0.169489746,0.224863
2018/10/24,-0.000108456,-0.001437,0.16938129,0.223426
2018/10/25,-0.000496828,-0.019203,0.168884462,0.204223
2018/10/26,-0.000156381,-0.005916,0.16872808,0.198307
2018/10/29,6.40251E-05,0.001972,0.168792105,0.200279
2018/10/30,4.11905E-05,0.000609,0.168833296,0.200888
2018/10/31,9.72442E-05,0.023362,0.16893054,0.22425
2018/11/1,9.20945E-05,0.003674,0.169022635,0.227924
2018/11/2,6.65162E-05,0.006904,0.169089151,0.234828
2018/11/5,-3.22744E-06,-0.000392,0.169085924,0.234436
2018/11/6,-4.42015E-05,-0.00779,0.169041722,0.226646
2018/11/7,0.00038758,0.011559,0.169429302,0.238205
2018/11/8,9.3004E-05,0.001774,0.169522306,0.239979
2018/11/9,-8.78484E-05,-0.008289,0.169434457,0.23169
2018/11/12,-4.27045E-05,-0.000295,0.169391753,0.231395
2018/11/13,-8.46177E-05,-0.002439,0.169307135,0.228956
2018/11/14,-2.49262E-05,0.001004,0.169282209,0.22996
2018/11/15,-0.000136019,0.001481,0.169146189,0.231441
2018/11/16,0.000250339,0.002191,0.169396528,0.233632
2018/11/19,0.000228559,0.008817,0.169625087,0.242449
2018/11/20,0.000100575,-0.006098,0.169725662,0.236351
2018/11/21,0.000115147,-0.001544,0.169840809,0.234807
2018/11/22,-0.000130117,-0.003575,0.169710693,0.231232
2018/11/23,9.60265E-05,-0.005507,0.169806719,0.225725
2018/11/26,0.000367739,0.007287,0.170174458,0.233012
2018/11/27,0.000151245,0.000509,0.170325703,0.233521
2018/11/28,0.000220641,0.010724,0.170546345,0.244245
2018/11/29,0.000134865,-0.002823,0.17068121,0.241422
2018/11/30,-1.31523E-05,0.004421,0.170668057,0.245843
2018/12/3,0.00124531,0.021083,0.171913368,0.266926
2018/12/4,7.35478E-05,-0.005632,0.171986916,0.261294
2018/12/5,-0.000860603,-0.012099,0.171126312,0.249195
2018/12/6,-0.002848906,-0.022591,0.168277406,0.226604
2018/12/7,0.001494746,0.008653,0.169772152,0.235257
2018/12/10,-0.000744202,-0.012237,0.169027951,0.22302
2018/12/11,0.000822701,0.003739,0.169850652,0.226759
2018/12/12,0.001311915,0.00959,0.171162567,0.236349
2018/12/13,0.000233027,0.005972,0.171395594,0.242321
2018/12/14,-0.000199235,-0.00684,0.171196359,0.235481
2018/12/17,-0.000198165,0.000569,0.170998193,0.23605
2018/12/18,-0.001530791,-0.007624,0.169467402,0.228426
2018/12/19,-0.000118626,0.004898,0.169348776,0.233324
2018/12/20,-0.001605931,-0.008879,0.167742845,0.224445
2018/12/21,0.000548464,-0.002499,0.168291309,0.221946
2018/12/22,0.003487825,-0.00172,0.171779134,0.220226
2018/12/24,0.000524163,0.000849,0.172303297,0.221075
2018/12/25,-0.002311996,-0.011788,0.169991302,0.209287
2018/12/26,-0.001317313,-0.005189,0.168673989,0.204098
2018/12/27,0.001357764,0.013971,0.170031752,0.218069
2018/12/28,0.001092209,0.008332,0.171123962,0.226401
2019/1/2,-0.000181249,-0.015566,0.170942713,0.210835
2019/1/3,-0.000419411,-0.003503,0.170523302,0.207332
2019/1/4,-0.000631404,-0.005827,0.169891898,0.201505
2019/1/7,0.002483027,0.021638,0.172374925,0.223143
2019/1/8,0.001278896,-0.001215,0.173653821,0.221928
2019/1/9,0.001132608,0.017502,0.174786429,0.23943
2019/1/10,0.000123686,-0.002777,0.174910115,0.236653
2019/1/11,-0.000597426,-0.000075,0.174312689,0.236578
2019/1/14,7.69882E-05,-0.004301,0.174389677,0.232277
2019/1/15,0.001623762,0.009748,0.176013439,0.242025
2019/1/16,0.000929744,-0.001493,0.176943183,0.240532
2019/1/17,-0.000189652,-0.000112,0.176753532,0.24042
2019/1/18,0.001731676,0.008145,0.178485207,0.248565
2019/1/21,0.001320252,0.003957,0.17980546,0.252522
2019/1/22,-0.00142148,-0.001526,0.17838398,0.250996
2019/1/23,0.000222837,-0.003327,0.178606817,0.247669
2019/1/24,0.001172824,0.001684,0.179779641,0.249353
2019/1/25,0.001620259,0.007765,0.1813999,0.257118
2019/1/28,0.001556553,0.002196,0.182956453,0.259314
2019/1/29,-0.000578422,-0.003118,0.182378031,0.256196
2019/1/30,0.001526702,0.001743,0.183904733,0.257939
2019/2/11,0.009988084,0.001354,0.193892817,0.259293
2019/2/12,0.003985251,0.009403,0.197878069,0.268696
2019/2/13,0.003045885,0.000197,0.200923953,0.268893
2019/2/14,0.002397064,0.002,0.203321017,0.270893
2019/2/15,-0.00451479,-0.002967,0.198806228,0.267926
2019/2/18,0.004029732,0.006695,0.20283596,0.274621
2019/2/19,0.002004999,0.00191,0.204840959,0.276531
2019/2/20,0.003459587,0.008835,0.208300546,0.285366
2019/2/21,0.001073807,0.003561,0.209374353,0.288927
2019/2/22,-0.00057314,0.000421,0.208801213,0.289348
2019/2/25,0.004248602,0.006624,0.213049815,0.295972
2019/2/26,-0.001039369,-0.001341,0.212010446,0.294631
2019/2/27,0.001060892,0.000331,0.213071338,0.294962
2019/3/4,0.004467958,-0.001024,0.217539296,0.293938
2019/3/5,-0.001674605,-0.0026,0.215864692,0.291338
2019/3/6,0.002673622,0.005268,0.218538313,0.296606
2019/3/7,-0.004119598,-0.005466,0.214418715,0.29114
2019/3/8,0.000516232,-0.004276,0.214934947,0.286864
2019/3/11,0.00295106,0.00051,0.217886007,0.287374
2019/3/12,0.002428362,0.006021,0.220314369,0.293395
2019/3/13,0.001726549,0.002014,0.222040918,0.295409
2019/3/14,0.002401563,-0.000342,0.224442481,0.295067
2019/3/15,0.00243714,0.006217,0.22687962,0.301284
2019/3/18,0.00316304,0.006677,0.230042661,0.307961
2019/3/19,0.000388308,0.000477,0.230430969,0.308438
2019/3/20,0.003261978,0.0032,0.233692947,0.311638
2019/3/21,0.00244463,0.003145,0.236137577,0.314783
2019/3/22,0.000585827,0.0004,0.236723404,0.315183
2019/3/25,-0.00531955,-0.011619,0.231403854,0.303564
2019/3/26,0.004800088,0.006934,0.236203942,0.310498
2019/3/27,0.002133028,0.000603,0.23833697,0.311101
2019/3/28,-0.000672437,-0.001217,0.237664533,0.309884
2019/3/29,0.003370025,0.008827,0.241034558,0.318711
2019/4/1,0.000760762,0.000116,0.24179532,0.318827
2019/4/2,0.00263974,0.005134,0.24443506,0.323961
2019/4/3,0.001991075,0.001095,0.246426135,0.325056
2019/4/8,0.007540113,0.004661,0.253966248,0.329717
2019/4/9,0.001357313,0.004892,0.255323561,0.334609
2019/4/10,0.001836898,0.0019,0.257160459,0.336509
2019/4/11,-0.001780523,-0.004883,0.255379936,0.331626
2019/4/12,-0.001817608,-0.000407,0.253562328,0.331219
2019/4/15,0.004809365,0.004625,0.258371692,0.335844
2019/4/16,0.002085241,0.00456,0.260456934,0.340404
2019/4/17,0.002253146,0.00347,0.26271008,0.343874
2019/4/18,-0.006776658,-0.006984,0.255933422,0.33689
2019/4/19,0.034252819,0.000874,0.290186241,0.337764
2019/4/22,-0.00048134,0.00078,0.289704901,0.338544
2019/4/23,-0.001068026,0.002319,0.288636875,0.340863
2019/4/24,-6.66596E-05,-0.000745,0.288570215,0.340118
2019/4/25,0.002154951,0.002889,0.290725166,0.343007
2019/4/26,-0.00397984,-0.002549,0.286745326,0.340458
2019/4/29,-0.003207953,-0.001041,0.283537373,0.339417
2019/4/30,0.001762207,0.003795,0.28529958,0.343212
2019/5/2,0.002247503,0.004179,0.287547083,0.347391
2019/5/3,0.002219457,0.004533,0.28976654,0.351924
2019/5/6,-0.006303278,-0.016672,0.283463263,0.335252
2019/5/7,0.002770061,0.00687,0.286233324,0.342122
2019/5/8,-0.000832723,-0.004765,0.285400601,0.337357
2019/5/9,-0.004470612,-0.01843,0.280929989,0.318927
2019/5/10,-0.001015112,-0.001912,0.279914877,0.317015
2019/5/13,-0.001774505,-0.012262,0.278140372,0.304753
2019/5/14,-0.000112114,-0.00254,0.278028258,0.302213
2019/5/15,0.042368147,0.004672,0.320396405,0.306885
2019/5/16,-0.000764457,-0.008259,0.319631948,0.298626
2019/5/17,-0.000855038,-0.005187,0.31877691,0.293439
2019/5/20,0.000315923,0.005396,0.319092833,0.298835
2019/5/21,0.001850244,0.012171,0.320943077,0.311006
2019/5/22,0.000473284,-0.004833,0.321416361,0.306173
2019/5/23,-0.000685735,-0.009397,0.320730626,0.296776
2019/5/24,0.000452682,-0.00069,0.321183308,0.296086
2019/5/27,0.001665572,0.002788,0.32284888,0.298874
2019/5/28,-0.000452143,-0.002336,0.322396738,0.296538
2019/5/29,3.92464E-05,-0.000101,0.322435984,0.296437
2019/5/30,0.001576021,0.008292,0.324012005,0.304729
2019/5/31,0.0011494,0.009136,0.325161404,0.313865
2019/6/3,-0.000230574,-0.002145,0.324930831,0.31172
2019/6/4,-0.000891539,-0.003311,0.324039292,0.308409
2019/6/5,0.000945089,0.001969,0.324984381,0.310378
2019/6/6,-0.000429152,-0.003067,0.324555229,0.307311
2019/6/10,0.001785907,0.010441,0.326341136,0.317752
2019/6/11,-0.000807331,0.000242,0.325533805,0.317994
2019/6/12,-0.00011843,-0.000733,0.325415375,0.317261
2019/6/13,0.000345715,-0.000168,0.32576109,0.317093
2019/6/14,0.000201603,-0.00018,0.325962694,0.316913
2019/6/17,0.000702752,0.003746,0.326665446,0.320659
2019/6/18,5.06086E-05,0.001934,0.326716054,0.322593
2019/6/19,0.001475626,0.015937,0.32819168,0.33853
2019/6/20,0.000889441,0.001816,0.329081122,0.340346
2019/6/21,-2.33835E-05,-0.00132,0.329057738,0.339026
2019/6/24,0.00182894,0.004823,0.330886678,0.343849
2019/6/25,-0.000878364,-0.005737,0.330008314,0.338112
2019/6/26,0.000101563,-0.000778,0.330109877,0.337334
2019/6/27,0.000982278,0.008292,0.331092155,0.345626
2019/6/28,-0.000370794,-0.003448,0.330721361,0.342178
2019/7/1,0.001513944,0.010408,0.332235306,0.352586
2019/7/2,0.001141464,-0.001468,0.333376769,0.351118
2019/7/3,-4.38321E-05,-0.005434,0.333332937,0.345684
2019/7/4,0.002506224,0.004585,0.335839161,0.350269
2019/7/5,0.001749896,0.0024,0.337589056,0.352669
2019/7/8,1.6603E-05,-0.001646,0.337605659,0.351023
2019/7/9,0.000340646,-0.003613,0.337946306,0.34741
2019/7/10,0.001459787,0.006476,0.339406093,0.353886
2019/7/11,0.000507749,0.003992,0.339913842,0.357878
2019/7/12,0.000713357,-0.002342,0.340627199,0.355536
2019/7/15,0.002821423,0.00334,0.343448622,0.358876
2019/7/16,0.000867497,0.001138,0.344316119,0.360014
2019/7/17,0.000123026,-0.002364,0.344439145,0.35765
2019/7/18,-0.000243006,-0.004803,0.344196139,0.352847
2019/7/19,0.002152024,0.00407,0.346348163,0.356917
2019/7/22,0.00202199,0.003997,0.348370153,0.360914
2019/7/23,-0.000784185,0.00072,0.347585968,0.361634
2019/7/24,0.00100988,-0.001709,0.348595848,0.359925
2019/7/25,0.001831043,0.005756,0.350426892,0.365681
2019/7/26,0.002614796,-0.001555,0.353041687,0.364126
2019/7/29,0.001466034,0.000048,0.354507722,0.364174
2019/7/30,-0.00550986,-0.005216,0.348997862,0.358958
2019/7/31,0.001288785,0.000771,0.350286647,0.359729
2019/8/1,-0.001445498,-0.006669,0.348841149,0.35306
2019/8/2,-0.00582125,-0.016255,0.343019899,0.336805
2019/8/5,-0.003659411,-0.00971,0.339360488,0.327095
2019/8/6,-0.000402515,-0.004887,0.338957973,0.322208
2019/8/7,0.001115902,-0.000258,0.340073875,0.32195
2019/8/8,0.002443036,0.007908,0.342516911,0.329858
2019/8/12,0.002210939,0.001821,0.344727851,0.331679
2019/8/13,-0.001050665,-0.007338,0.343677185,0.324341
2019/8/14,-0.022287141,0.005348,0.321390045,0.329689
2019/8/15,-1.76942E-05,-0.010415,0.32137235,0.319274
2019/8/16,0.000593366,0.009344,0.321965716,0.328618
2019/8/19,0.002328996,0.006187,0.324294712,0.334805
2019/8/20,0.000647403,0.001738,0.324942115,0.336543
2019/8/21,0.001560428,0.000577,0.326502542,0.33712
2019/8/22,0.001416867,0.00103,0.327919409,0.33815
2019/8/23,2.12404E-05,0.001292,0.327940649,0.339442
2019/8/26,-0.004167867,-0.015231,0.323772782,0.324211
2019/8/27,0.003053147,0.002585,0.326825929,0.326796
2019/8/28,0.002148296,0.00392,0.328974225,0.330716
2019/8/29,0.001418961,0.001789,0.330393186,0.332505
2019/8/30,0.001337161,0.013567,0.331730347,0.346072
2019/9/2,0.002571911,0.003666,0.334302257,0.349738
2019/9/3,0.000109725,-0.005448,0.334411983,0.34429
2019/9/4,0.002106444,0.008243,0.336518427,0.352533
2019/9/5,0.000268224,0.006407,0.336786651,0.35894
2019/9/6,7.73906E-05,0.002322,0.336864041,0.361262
2019/9/9,-0.000322221,0.000824,0.33654182,0.362086
2019/9/10,-0.000952472,-0.002165,0.335589348,0.359921
2019/9/11,0.000854666,0.002752,0.336444014,0.362673
2019/9/12,0.001329442,0.004904,0.337773457,0.367577
2019/9/16,5.46911E-05,0.005556,0.337828148,0.373133
2019/9/17,0.000407067,-0.002208,0.338235215,0.370925
2019/9/18,0.001317415,0.004346,0.339552629,0.375271
2019/9/19,0.000417991,-0.001983,0.339970621,0.373288
2019/9/20,0.00104552,0.005038,0.341016141,0.378326
2019/9/23,0.001331132,-0.001232,0.342347273,0.377094
2019/9/24,-0.000218281,-0.00115,0.342128992,0.375944
2019/9/25,-0.000971,-0.006176,0.341157991,0.369768
2019/9/26,-0.00053831,-0.002223,0.340619682,0.367545
2019/9/27,-0.00358613,-0.008992,0.337033552,0.358553
2019/10/1,0.001748423,0.00803,0.338781976,0.366583
2019/10/2,0.00060702,-0.001846,0.339388996,0.364737
2019/10/3,-3.75673E-05,-0.005392,0.339351429,0.359345
2019/10/4,-0.000436784,0.002341,0.338914644,0.361686
2019/10/7,0.000844754,0.003161,0.339759399,0.364847
2019/10/8,-0.000370629,0.000934,0.33938877,0.365781
2019/10/9,-0.001115333,-0.010272,0.338273437,0.355509
2019/10/14,0.002360278,0.01259,0.340633715,0.368099
2019/10/15,0.000753993,0.001711,0.341387707,0.36981
2019/10/16,0.001069638,0.002965,0.342457346,0.372775
2019/10/17,0.001998077,0.005783,0.344455423,0.378558
2019/10/18,9.69493E-05,-0.000319,0.344552372,0.378239
2019/10/21,0.001744533,0.003493,0.346296906,0.381732
2019/10/22,0.000970036,0.006062,0.347266942,0.387794
2019/10/23,-0.000490281,-0.00269,0.346776661,0.385104
2019/10/24,0.0024879,0.009248,0.349264561,0.394352
2019/10/25,-0.000214151,-0.003195,0.349050409,0.391157
2019/10/28,0.001561281,0.001178,0.35061169,0.392335
2019/10/29,-0.001938705,-0.0018,0.348672986,0.390535
2019/10/30,0.002198178,0.004314,0.350871164,0.394849
2019/10/31,-0.001364453,-0.001456,0.349506712,0.393393
2019/11/1,0.001394961,0.004129,0.350901672,0.397522
2019/11/4,0.002704003,0.010021,0.353605675,0.407543
2019/11/5,0.001012897,0.00636,0.354618572,0.413903
2019/11/6,-0.000259058,0.000505,0.354359514,0.414408
2019/11/7,-0.001697721,-0.003235,0.352661793,0.411173
2019/11/8,0.000579531,0.000381,0.353241324,0.411554
2019/11/11,-0.004923416,-0.012658,0.348317908,0.398896
2019/11/12,0.003007535,0.006606,0.351325443,0.405502
2019/11/13,-0.000427012,-0.005052,0.350898431,0.40045
2019/11/14,-0.000678033,-0.001469,0.350220399,0.398981
2019/11/15,0.001751254,0.005106,0.351971652,0.404087
2019/11/18,0.001372475,0.004477,0.353344127,0.408564
2019/11/19,0.000230466,0.002444,0.353574593,0.411008
2019/11/20,-0.000249601,-0.001338,0.353324993,0.40967
2019/11/21,-7.9824E-05,-0.005698,0.353245169,0.403972
2019/11/22,0.000963496,0.002936,0.354208664,0.406908
2019/11/25,0.00073451,0.00135,0.354943174,0.408258
2019/11/26,0.000959621,0.001658,0.355902795,0.409916
2019/11/27,0.000989946,0.004029,0.356892741,0.413945
2019/11/28,-0.000345962,-0.001926,0.35654678,0.412019
2019/11/29,-0.002840219,-0.009883,0.353706561,0.402136
2019/12/2,-0.001340191,-0.00094,0.35236637,0.401196
2019/12/3,0.002191615,0.003693,0.354557985,0.404889
2019/12/4,-0.000144244,-0.001385,0.354413741,0.403504
2019/12/5,0.001892827,0.003616,0.356306568,0.40712
2019/12/6,0.000283866,0.000699,0.356590434,0.407819
2019/12/9,0.000929805,0.002798,0.357520239,0.410617
2019/12/10,0.000534654,-0.001267,0.358054893,0.40935
2019/12/11,0.000997418,0.002855,0.359052311,0.412205
2019/12/12,0.000449147,0.003118,0.359501458,0.415323
2019/12/13,-0.000888875,0.002893,0.358612583,0.418216
2019/12/16,0.001820341,0.004239,0.360432925,0.422455
2019/12/17,0.001897079,0.008769,0.362330004,0.431224
2019/12/18,0.001361279,0.003252,0.363691283,0.434476
2019/12/19,-8.3873E-05,-0.002345,0.36360741,0.432131
2019/12/20,-0.00032869,-0.000657,0.363278719,0.431474
2019/12/23,0.000964598,0.002371,0.364243317,0.433845
2019/12/24,0.000259675,-0.003167,0.364502992,0.430678
2019/12/25,0.001615948,0.002489,0.36611894,0.433167
2019/12/26,0.000632816,-0.000806,0.366751755,0.432361
2019/12/27,0.001438297,0.005157,0.368190052,0.437518
2019/12/30,0.000612483,-0.00084,0.368802535,0.436678
2019/12/31,0.000413517,-0.002839,0.369216053,0.433839
2020/1/2,0.003278114,0.003725,0.372494167,0.437564
2020/1/3,-0.002749111,0.000656,0.369745056,0.43822
2020/1/6,-0.004047757,-0.010135,0.365697298,0.428085
2020/1/7,-0.00178289,-0.005664,0.363914409,0.422421
2020/1/8,-0.002286477,-0.007012,0.361627932,0.415409
2020/1/9,0.002395629,0.009444,0.364023561,0.424853
2020/1/10,0.00111195,0.004056,0.365135511,0.428909
2020/1/13,0.002329819,0.007849,0.36746533,0.436758
2020/1/14,0.001156916,0.002978,0.368622246,0.439736
