season,st_id,beta
202203,2485,1.459226271
202203,2488,0.506131662
202203,2489,1.494527579
202203,2501,0.696510593
202203,2538,0.432919249
202203,2611,1.909304171
202203,2641,1.913243577
202203,2736,1.832151558
202203,2834,0.417438131
202203,2867,0.832909597
202203,2897,0.830805592
202203,2903,0.519877269
202203,2905,0.732975735
202203,2913,0.394987604
202203,3013,1.133754129
202203,3022,1.479231226
202203,3047,2.262936315
202203,3050,0.746181867
202203,3056,0.980682222
202203,3227,1.340028773
202203,3231,0.537021916
202203,3272,1.205565618
202203,3290,1.111982884
202203,3296,1.691663238
202203,3323,1.40911151
202203,3346,1.599119626
202203,3376,0.984042052
202203,3390,1.782532754
202203,3419,2.087663662
202203,3432,2.23707233
202203,3531,0.648545547
202203,3594,1.823045248
202203,3679,0.704721182
202203,3693,1.335560557
202203,3694,1.429187486
202203,3704,1.328645073
202203,3706,0.805369708
202203,3708,1.074813948
202203,3710,1.523378386
202203,4129,0.923618769
202203,4432,2.589612706
202203,4438,0.894361204
202203,4541,1.361672849
202203,4543,1.897141576
202203,4566,1.739896431
202203,4746,1.327233012
202203,4960,1.004288584
202203,5011,1.441696098
202203,5315,0.883892397
202203,5426,1.93975986
202203,5469,1.231348704
202203,5603,1.855543575
202203,6109,1.581237688
202203,6114,1.881640096
202203,6117,1.417663242
202203,6139,1.09225796
202203,6140,1.290194573
202203,6153,1.296505885
202203,6156,1.466017951
202203,6167,1.533759161
202203,6220,1.30767077
202203,6269,0.939403216
202203,6442,1.699527914
202203,6578,0.871246421
202203,6605,1.175891962
202203,8089,0.509824915
202203,8091,1.630957585
202203,8105,1.473263293
202203,8110,1.596869651
202203,8234,1.238967987
202203,8249,0.83696656
202203,8450,1.712778426
202203,8942,0.667485885
202203,9904,1.249312581
202203,9924,0.523399544
202203,1217,0.959685534
202203,1234,0.249815238
202203,1314,0.930935413
202203,1316,1.574537311
202203,1325,1.434605533
202203,1336,1.585056871
202203,1339,1.072853725
202203,1417,0.256586524
202203,1598,1.347254259
202203,1603,1.465186585
202203,1605,2.043988494
202203,1608,1.717546308
202203,1806,0.837645203
202203,1907,1.229584438
202203,2107,0.649077743
202203,2204,0.825455198
202203,2331,1.291553277
202203,2347,0.423060976
202203,2352,0.792165642
202203,2354,0.981674806
202203,2355,1.17365052
202203,2359,1.315666875
202203,2367,1.366608211
202203,2371,0.558043953
202203,2374,1.566334226
202203,2387,1.188714726
202203,2392,1.086446176
202203,2425,1.092436816
202203,2474,0.550480977
202203,2485,1.435260128
202203,2488,0.447121927
202203,2489,1.510725751
202203,2501,0.666301445
202203,2538,0.490096415
202203,2611,1.932950251
202203,2641,1.851381527
202203,2736,1.615536702
202203,2867,0.929601828
202203,2888,0.740022085
202203,2903,0.509274677
202203,2905,0.826061213
202203,2913,0.2404452
202203,3013,1.037841789
202203,3022,1.572110695
202203,3047,2.143931183
202203,3050,0.714880683
202203,3056,0.9255252
202203,3227,1.299473082
202203,3231,0.473859445
202203,3272,1.041040294
202203,3296,1.549069453
202203,3297,0.88919436
202203,3323,1.377897893
202203,3346,1.735214596
202203,3376,0.990168884
202203,3390,1.85377988
202203,3432,1.737375554
202203,3498,1.077123107
202203,3501,0.737887915
202203,3679,0.7013187
202203,3694,1.432496563
202203,3704,1.083241734
202203,3706,0.757309222
202203,3708,1.027322266
202203,4432,2.202283276
202203,4438,0.861630658
202203,4543,2.075474476
202203,4746,1.380220882
202203,4960,1.002974019
202203,4973,1.026512938
202203,5011,1.5315842
202203,5315,0.863839066
202203,5426,1.950137649
202203,5464,1.102891117
202203,5469,1.153687946
202203,5519,0.640921205
202203,5603,1.718515376
202203,5905,0.718734355
202203,6109,1.478783382
202203,6114,1.841551731
202203,6117,1.507914924
202203,6140,1.541003697
202203,6152,1.779374775
202203,6153,1.160847738
202203,6156,1.424498508
202203,6167,1.488916854
202203,6220,1.576809819
202203,6265,1.746051312
202203,6269,0.893606507
202203,6578,0.867769806
202203,8089,0.463845913
202203,8105,1.380401376
202203,8110,1.571741541
202203,8234,1.389551805
202203,8249,0.79934761
202203,8450,1.544678832
202203,8942,0.70866501
202203,9904,1.198808529
202203,9924,0.557864492
202203,9934,0.696978589
202104,1104,0.391953466
202104,1109,0.540293087
202104,1432,1.24189444
202104,1437,0.847331262
202104,1444,1.042937628
202104,1460,0.809025235
202104,1467,-0.337268608
202104,1532,0.996354155
202104,1569,0.873383161
202104,1605,0.811005245
202104,1611,1.484132653
202104,1612,0.753894734
202104,1718,0.926767895
202104,1733,0.58345189
202104,1742,0.182410595
202104,1809,1.033477582
202104,1815,1.151530435
202104,2069,1.19497766
202104,2104,1.003321719
202104,2107,0.537083279
202104,2201,0.882950162
202104,2305,1.417978926
202104,2316,1.339019973
202104,2317,0.745887292
202104,2323,1.926894743
202104,2331,1.285105128
202104,2332,1.247990599
202104,2359,1.589358605
202104,2362,0.735846493
202104,2405,1.498624249
202104,2413,1.392540153
202104,2426,1.434536604
202104,2427,1.107130045
202104,2439,0.741062782
202104,2453,1.18351127
202104,2471,0.726595528
202104,2474,0.640332014
202104,2482,2.017622118
202104,2491,1.52490714
202104,2495,1.587989663
202104,2501,0.272816074
202104,2515,0.611749596
202104,2520,0.72308586
202104,2534,0.376528469
202104,2538,1.041816753
202104,2545,0.86026597
202104,2547,0.73337115
202104,2548,0.217352934
202104,2605,1.626051533
202104,2613,1.650036834
202104,2617,1.666165472
202104,2702,1.007614129
202104,2903,0.473476225
202104,3015,0.797477153
202104,3060,1.315518048
202104,3211,0.953140176
202104,3221,1.929797297
202104,3231,0.329430926
202104,3265,0.805934768
202104,3303,0.781960516
202104,3360,0.643823589
202104,3548,1.880597869
202104,3594,0.802506067
202104,3615,1.742055931
202104,3622,0.82400408
202104,3682,0.110970283
202104,3694,1.502164434
202104,3703,0.749391803
202104,3711,1.319904787
202104,3712,0.953484604
202104,4141,0.052507772
202104,4164,0.870792999
202104,4207,0.348391015
202104,4702,1.067367702
202104,4707,0.437923527
202104,4906,1.157779616
202104,4938,0.469848238
202104,5519,0.669365784
202104,5522,0.435815753
202104,5531,1.160186388
202104,5533,0.290683079
202104,5534,0.366124969
202104,5905,0.795414455
202104,6120,1.509510919
202104,6122,0.08908919
202104,6139,1.315229888
202104,6142,1.254081563
202104,6171,0.552954175
202104,6177,0.47132563
202104,6219,0.646126458
202104,6269,0.708346675
202104,6605,0.711380441
202104,8034,1.58738222
202104,8050,0.561341889
202104,8064,1.261760955
202104,8071,0.813636822
202104,8105,1.338009884
202104,8110,1.722213763
202104,8213,0.78454131
202104,8401,0.582233426
202201,1104,0.404041409
202201,1217,1.012410339
202201,1219,0.17920119
202201,1236,1.638390601
202201,1310,0.815556967
202201,1313,1.050593392
202201,1319,0.723547483
202201,1432,1.088018046
202201,1434,0.439016067
202201,1444,1.017643728
202201,1447,1.242153498
202201,1451,0.380081555
202201,1457,0.716998928
202201,1464,0.714931345
202201,1517,1.354929852
202201,1522,0.298081904
202201,1524,0.804457603
202201,1527,0.668352653
202201,1539,0.850625453
202201,1569,1.201203649
202201,1618,0.916029856
202201,1737,0.367766076
202201,1809,1.05997197
202201,1906,0.694911964
202201,2201,0.972761783
202201,2204,0.742728566
202201,2316,1.033976103
202201,2331,1.143099647
202201,2359,1.42955332
202201,2362,0.739074692
202201,2367,1.175958279
202201,2387,1.27658591
202201,2474,0.664745871
202201,2482,1.783903903
202201,2485,0.954171264
202201,2495,1.551571812
202201,2504,1.320059838
202201,2505,0.870019787
202201,2511,1.103788834
202201,2530,0.283944169
202201,2534,0.502152083
202201,2538,0.819153434
202201,2545,1.042008893
202201,2607,1.773816795
202201,2704,1.047880532
202201,2736,0.988582045
202201,2834,1.025602939
202201,2836,1.118117557
202201,2851,0.75986687
202201,2897,1.252071165
202201,2903,0.421138636
202201,2913,1.041042676
202201,2915,1.703843099
202201,3027,1.282919358
202201,3047,1.456981943
202201,3114,1.099818519
202201,3265,0.831263374
202201,3266,0.51792282
202201,3289,0.893703711
202201,3323,0.882467017
202201,3354,0.877803961
